date_open,timestamp_open,date_close,timestamp_close,open,high,low,close,volume,total_trades
2023-05-12 00:00:00,1683849600000,2023-05-12 00:14:59,1683850499999,20.164,20.178,20.066,20.106,0.0,0
2023-05-12 00:15:00,1683850500000,2023-05-12 00:29:59,1683851399999,20.106,20.167,20.092,20.114,0.0,0
2023-05-12 00:30:00,1683851400000,2023-05-12 00:44:59,1683852299999,20.115,20.229,20.068,20.211,0.0,0
2023-05-12 00:45:00,1683852300000,2023-05-12 00:59:59,1683853199999,20.21,20.256,20.191,20.225,0.0,0
2023-05-12 01:00:00,1683853200000,2023-05-12 01:14:59,1683854099999,20.227,20.25,20.166,20.228,0.0,0
2023-05-12 01:15:00,1683854100000,2023-05-12 01:29:59,1683854999999,20.227,20.271,20.111,20.122,0.0,0
2023-05-12 01:30:00,1683855000000,2023-05-12 01:44:59,1683855899999,20.122,20.151,20.1,20.131,0.0,0
2023-05-12 01:45:00,1683855900000,2023-05-12 01:59:59,1683856799999,20.132,20.147,20.049,20.06,0.0,0
2023-05-12 02:00:00,1683856800000,2023-05-12 02:14:59,1683857699999,20.06,20.074,20.001,20.062,0.0,0
2023-05-12 02:15:00,1683857700000,2023-05-12 02:29:59,1683858599999,20.061,20.087,20.026,20.072,0.0,0
2023-05-12 02:30:00,1683858600000,2023-05-12 02:44:59,1683859499999,20.07,20.094,19.954,20.039,0.0,0
2023-05-12 02:45:00,1683859500000,2023-05-12 02:59:59,1683860399999,20.039,20.073,19.816,19.947,0.0,0
2023-05-12 03:00:00,1683860400000,2023-05-12 03:14:59,1683861299999,19.947,20.051,19.926,20.007,0.0,0
2023-05-12 03:15:00,1683861300000,2023-05-12 03:29:59,1683862199999,20.007,20.084,19.995,20.078,0.0,0
2023-05-12 03:30:00,1683862200000,2023-05-12 03:44:59,1683863099999,20.079,20.079,19.999,20.05,0.0,0
2023-05-12 03:45:00,1683863100000,2023-05-12 03:59:59,1683863999999,20.051,20.053,19.923,19.981,0.0,0
2023-05-12 04:00:00,1683864000000,2023-05-12 04:14:59,1683864899999,19.981,20.078,19.912,20.076,0.0,0
2023-05-12 04:15:00,1683864900000,2023-05-12 04:29:59,1683865799999,20.076,20.116,20.049,20.095,0.0,0
2023-05-12 04:30:00,1683865800000,2023-05-12 04:44:59,1683866699999,20.094,20.115,20.057,20.104,0.0,0
2023-05-12 04:45:00,1683866700000,2023-05-12 04:59:59,1683867599999,20.105,20.172,20.075,20.161,0.0,0
2023-05-12 05:00:00,1683867600000,2023-05-12 05:14:59,1683868499999,20.161,20.208,20.107,20.119,0.0,0
2023-05-12 05:15:00,1683868500000,2023-05-12 05:29:59,1683869399999,20.12,20.153,20.069,20.14,0.0,0
2023-05-12 05:30:00,1683869400000,2023-05-12 05:44:59,1683870299999,20.141,20.155,20.067,20.079,0.0,0
2023-05-12 05:45:00,1683870300000,2023-05-12 05:59:59,1683871199999,20.08,20.093,19.79,19.959,0.0,0
2023-05-12 06:00:00,1683871200000,2023-05-12 06:14:59,1683872099999,19.96,19.98,19.831,19.841,0.0,0
2023-05-12 06:15:00,1683872100000,2023-05-12 06:29:59,1683872999999,19.84,19.905,19.802,19.863,0.0,0
2023-05-12 06:30:00,1683873000000,2023-05-12 06:44:59,1683873899999,19.863,19.954,19.863,19.945,0.0,0
2023-05-12 06:45:00,1683873900000,2023-05-12 06:59:59,1683874799999,19.944,20.09,19.921,20.068,0.0,0
2023-05-12 07:00:00,1683874800000,2023-05-12 07:14:59,1683875699999,20.067,20.171,20.016,20.033,0.0,0
2023-05-12 07:15:00,1683875700000,2023-05-12 07:29:59,1683876599999,20.033,20.13,20.032,20.118,0.0,0
2023-05-12 07:30:00,1683876600000,2023-05-12 07:44:59,1683877499999,20.118,20.146,20.066,20.085,0.0,0
2023-05-12 07:45:00,1683877500000,2023-05-12 07:59:59,1683878399999,20.085,20.133,20.053,20.082,0.0,0
2023-05-12 08:00:00,1683878400000,2023-05-12 08:14:59,1683879299999,20.083,20.166,20.072,20.156,0.0,0
2023-05-12 08:15:00,1683879300000,2023-05-12 08:29:59,1683880199999,20.155,20.169,20.063,20.078,0.0,0
2023-05-12 08:30:00,1683880200000,2023-05-12 08:44:59,1683881099999,20.079,20.183,20.044,20.18,0.0,0
2023-05-12 08:45:00,1683881100000,2023-05-12 08:59:59,1683881999999,20.18,20.181,20.112,20.118,0.0,0
2023-05-12 09:00:00,1683882000000,2023-05-12 09:14:59,1683882899999,20.117,20.3,20.117,20.251,0.0,0
2023-05-12 09:15:00,1683882900000,2023-05-12 09:29:59,1683883799999,20.249,20.278,20.185,20.215,0.0,0
2023-05-12 09:30:00,1683883800000,2023-05-12 09:44:59,1683884699999,20.216,20.24,20.171,20.236,0.0,0
2023-05-12 09:45:00,1683884700000,2023-05-12 09:59:59,1683885599999,20.236,20.295,20.205,20.281,0.0,0
2023-05-12 10:00:00,1683885600000,2023-05-12 10:14:59,1683886499999,20.281,20.33,20.241,20.287,0.0,0
2023-05-12 10:15:00,1683886500000,2023-05-12 10:29:59,1683887399999,20.286,20.321,20.215,20.243,0.0,0
2023-05-12 10:30:00,1683887400000,2023-05-12 10:44:59,1683888299999,20.24,20.28,20.232,20.242,0.0,0
2023-05-12 10:45:00,1683888300000,2023-05-12 10:59:59,1683889199999,20.243,20.28,20.194,20.203,0.0,0
2023-05-12 11:00:00,1683889200000,2023-05-12 11:14:59,1683890099999,20.204,20.28,20.19,20.275,0.0,0
2023-05-12 11:15:00,1683890100000,2023-05-12 11:29:59,1683890999999,20.274,20.304,20.225,20.251,0.0,0
2023-05-12 11:30:00,1683891000000,2023-05-12 11:44:59,1683891899999,20.251,20.311,20.219,20.28,0.0,0
