date_open,timestamp_open,date_close,timestamp_close,open,high,low,close,volume,total_trades
2023-05-12 00:00:00,1683849600000,2023-05-12 00:14:59,1683850499999,1793.25,1795.28,1791.08,1792.86,0.0,0
2023-05-12 00:15:00,1683850500000,2023-05-12 00:29:59,1683851399999,1792.86,1795.92,1791.59,1793.12,0.0,0
2023-05-12 00:30:00,1683851400000,2023-05-12 00:44:59,1683852299999,1793.12,1798.91,1790.88,1797.5,0.0,0
2023-05-12 00:45:00,1683852300000,2023-05-12 00:59:59,1683853199999,1797.5,1799.36,1795.78,1797.67,0.0,0
2023-05-12 01:00:00,1683853200000,2023-05-12 01:14:59,1683854099999,1797.67,1799.26,1796.41,1798.13,0.0,0
2023-05-12 01:15:00,1683854100000,2023-05-12 01:29:59,1683854999999,1798.13,1800.0,1788.53,1788.86,0.0,0
2023-05-12 01:30:00,1683855000000,2023-05-12 01:44:59,1683855899999,1788.86,1790.9,1787.03,1789.56,0.0,0
2023-05-12 01:45:00,1683855900000,2023-05-12 01:59:59,1683856799999,1789.56,1790.16,1785.15,1787.89,0.0,0
2023-05-12 02:00:00,1683856800000,2023-05-12 02:14:59,1683857699999,1787.88,1788.83,1785.64,1787.69,0.0,0
2023-05-12 02:15:00,1683857700000,2023-05-12 02:29:59,1683858599999,1787.69,1787.8,1784.29,1785.5,0.0,0
2023-05-12 02:30:00,1683858600000,2023-05-12 02:44:59,1683859499999,1785.5,1785.5,1776.51,1780.82,0.0,0
2023-05-12 02:45:00,1683859500000,2023-05-12 02:59:59,1683860399999,1780.82,1782.53,1757.0,1769.3,0.0,0
2023-05-12 03:00:00,1683860400000,2023-05-12 03:14:59,1683861299999,1769.3,1773.28,1762.12,1765.15,0.0,0
2023-05-12 03:15:00,1683861300000,2023-05-12 03:29:59,1683862199999,1765.15,1771.27,1764.17,1770.65,0.0,0
2023-05-12 03:30:00,1683862200000,2023-05-12 03:44:59,1683863099999,1770.64,1770.66,1765.57,1768.74,0.0,0
2023-05-12 03:45:00,1683863100000,2023-05-12 03:59:59,1683863999999,1768.75,1768.75,1757.3,1762.82,0.0,0
2023-05-12 04:00:00,1683864000000,2023-05-12 04:14:59,1683864899999,1762.82,1762.87,1753.0,1761.73,0.0,0
2023-05-12 04:15:00,1683864900000,2023-05-12 04:29:59,1683865799999,1761.73,1765.39,1760.0,1764.29,0.0,0
